age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
42,Private,13,Sales,Not-in-family,White,Male,40,United-States,No
21,Private,9,Other-service,Own-child,White,Male,40,United-States,No
22,Private,9,Sales,Unmarried,White,Female,35,United-States,No
30,Private,9,Sales,Husband,White,Male,45,United-States,No
23,Private,9,Craft-repair,Other-relative,White,Male,40,United-States,No
41,Federal-gov,9,Other-service,Husband,White,Male,40,United-States,No
25,Private,9,Handlers-cleaners,Unmarried,Black,Female,25,United-States,No
37,Self-emp-not-inc,12,Farming-fishing,Husband,White,Male,50,United-States,No
43,Self-emp-not-inc,10,Farming-fishing,Husband,White,Male,84,United-States,No
37,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
32,Private,15,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,United-States,Yes
20,,10,,Own-child,White,Male,40,United-States,No
47,State-gov,9,Tech-support,Husband,White,Male,40,United-States,No
18,Private,7,Handlers-cleaners,Own-child,White,Male,12,United-States,No
43,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
47,,13,,Husband,White,Male,36,United-States,Yes
71,State-gov,15,Other-service,Husband,White,Male,28,United-States,No
39,Private,10,Other-service,Not-in-family,White,Male,40,United-States,No
36,Self-emp-inc,12,Exec-managerial,Husband,White,Male,40,United-States,Yes
47,Private,13,Other-service,Not-in-family,White,Female,25,Germany,No
24,Private,13,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,45,China,No
54,Private,8,Craft-repair,Husband,White,Male,40,United-States,No
40,State-gov,14,Exec-managerial,Unmarried,White,Female,40,United-States,No
60,Private,9,Adm-clerical,Unmarried,White,Female,37,United-States,No
33,Private,13,Other-service,Unmarried,White,Female,24,United-States,No
36,Private,11,Handlers-cleaners,Husband,White,Male,38,United-States,No
62,Local-gov,4,Craft-repair,Husband,White,Male,40,United-States,No
68,,7,,Husband,White,Male,30,United-States,No
42,State-gov,13,Exec-managerial,Husband,White,Male,48,United-States,Yes
23,Private,7,Other-service,Unmarried,White,Female,35,United-States,No
52,Private,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
37,Private,9,Other-service,Unmarried,Black,Female,40,,No
58,Self-emp-not-inc,6,Craft-repair,Not-in-family,White,Male,40,Greece,No
18,,6,,Own-child,Black,Male,30,United-States,No
22,Private,10,Prof-specialty,Not-in-family,White,Female,40,United-States,No
39,Private,9,Transport-moving,Husband,White,Male,48,United-States,Yes
44,Private,10,Exec-managerial,Not-in-family,White,Male,45,United-States,Yes
36,Private,9,Other-service,Husband,White,Male,50,United-States,No
39,Private,9,Exec-managerial,Husband,White,Male,40,United-States,No
41,Private,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
61,Private,9,Transport-moving,Husband,White,Male,20,United-States,No
39,Private,9,Transport-moving,Husband,White,Male,50,United-States,Yes
36,Private,13,Prof-specialty,Husband,White,Male,45,United-States,Yes
28,Private,9,Sales,Unmarried,White,Female,70,United-States,No
67,Self-emp-inc,9,Exec-managerial,Husband,White,Male,50,United-States,Yes
42,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
46,State-gov,9,Transport-moving,Not-in-family,Black,Male,40,United-States,No
73,,13,,Husband,White,Male,10,United-States,No
45,Private,10,Sales,Not-in-family,White,Female,55,United-States,No
30,Private,13,Adm-clerical,Not-in-family,White,Female,40,United-States,No
57,Self-emp-not-inc,9,Craft-repair,Not-in-family,White,Male,55,United-States,Yes
58,Private,10,Exec-managerial,Husband,White,Male,45,United-States,Yes
55,Federal-gov,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
48,Private,13,Exec-managerial,Husband,White,Male,55,United-States,Yes
49,Local-gov,9,Machine-op-inspct,Husband,Black,Male,40,United-States,Yes
42,Private,10,Craft-repair,Husband,White,Male,89,United-States,Yes
36,Local-gov,10,Craft-repair,Husband,White,Male,40,United-States,No
32,Private,12,Tech-support,Husband,White,Male,42,United-States,Yes
18,Private,10,Other-service,Own-child,White,Male,20,United-States,No
29,Private,10,Other-service,Husband,White,Male,35,United-States,No
34,Private,13,Exec-managerial,Husband,White,Male,48,United-States,Yes
74,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,12,United-States,Yes
32,Self-emp-not-inc,9,Other-service,Unmarried,White,Male,60,United-States,No
35,,9,,Not-in-family,White,Female,4,United-States,No
55,Private,9,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,No
68,Private,13,Sales,Not-in-family,White,Male,35,United-States,Yes
53,Private,13,Other-service,Not-in-family,White,Male,50,Italy,Yes
71,Private,4,Transport-moving,Not-in-family,White,Male,10,United-States,No
38,Private,13,Exec-managerial,Not-in-family,White,Male,55,United-States,No
71,Private,1,Craft-repair,Unmarried,Black,Male,10,United-States,No
51,Private,11,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,No
27,Private,9,Other-service,Not-in-family,White,Female,35,United-States,No
19,Private,10,Exec-managerial,Own-child,Black,Male,30,United-States,No
19,Private,10,Sales,Own-child,White,Female,25,United-States,No
50,Self-emp-not-inc,16,Prof-specialty,Not-in-family,White,Female,60,United-States,Yes
39,Private,10,Other-service,Unmarried,Black,Female,40,United-States,No
57,Self-emp-inc,9,Exec-managerial,Husband,White,Male,40,United-States,No
46,Private,10,Sales,Not-in-family,White,Female,40,United-States,No
24,Private,9,Other-service,Not-in-family,White,Male,35,United-States,No
39,Private,14,Craft-repair,Not-in-family,White,Female,50,United-States,No
38,Private,11,Prof-specialty,Husband,Asian-Pac-Islander,Male,36,Philippines,Yes
74,Private,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
32,Private,13,Adm-clerical,Other-relative,White,Male,40,Philippines,Yes
38,Private,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
20,Private,9,Transport-moving,Other-relative,White,Male,40,United-States,No
51,State-gov,16,Exec-managerial,Husband,White,Male,40,United-States,Yes
26,Private,13,Exec-managerial,Not-in-family,White,Male,70,United-States,Yes
27,Private,13,Exec-managerial,Not-in-family,White,Female,40,United-States,No
17,Private,6,Sales,Unmarried,White,Female,24,United-States,No
49,Private,10,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,No
37,Local-gov,10,Craft-repair,Husband,White,Male,40,United-States,Yes
19,Private,9,Other-service,Not-in-family,White,Female,30,United-States,No
23,Private,9,Craft-repair,Husband,White,Male,45,United-States,No
58,Private,3,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,No
37,Private,9,Handlers-cleaners,Husband,White,Male,24,United-States,No
60,Private,6,Sales,Not-in-family,White,Female,40,United-States,No
26,Private,10,Craft-repair,Own-child,White,Male,40,United-States,No
42,Self-emp-inc,9,Sales,Husband,White,Male,43,United-States,Yes
26,Private,9,Machine-op-inspct,Not-in-family,White,Male,40,United-States,No
30,Private,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
60,Private,9,Other-service,Husband,White,Male,40,United-States,No
24,Private,9,Other-service,Unmarried,White,Female,50,Portugal,Yes
44,Local-gov,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
33,Private,9,Exec-managerial,Husband,White,Male,40,United-States,No
39,Private,9,Handlers-cleaners,Own-child,White,Male,48,United-States,No
46,Private,9,Transport-moving,Not-in-family,White,Male,48,United-States,No
33,Private,9,Craft-repair,Not-in-family,White,Male,84,United-States,No
34,Private,9,Adm-clerical,Wife,White,Female,20,United-States,Yes
43,Local-gov,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
21,Private,10,Other-service,Not-in-family,White,Female,25,United-States,No
38,Private,9,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States,No
59,Private,7,Machine-op-inspct,Husband,White,Male,40,United-States,No
38,Private,13,Exec-managerial,Husband,White,Male,40,United-States,No
51,,11,,Husband,White,Male,50,United-States,Yes
57,Self-emp-inc,15,Prof-specialty,Husband,White,Male,60,United-States,Yes
50,Private,10,Tech-support,Husband,White,Male,60,United-States,Yes
35,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
43,Private,9,Other-service,Husband,Asian-Pac-Islander,Male,60,Japan,No
45,Private,9,Transport-moving,Husband,White,Male,40,United-States,No
24,Private,9,Craft-repair,Own-child,White,Male,40,United-States,No
43,Local-gov,9,Other-service,Not-in-family,White,Male,40,United-States,No
35,,10,,Husband,Asian-Pac-Islander,Male,40,Philippines,Yes
37,Private,9,Prof-specialty,Husband,White,Male,50,United-States,Yes
42,Private,13,Tech-support,Husband,White,Male,45,United-States,Yes
54,Private,9,Craft-repair,Husband,White,Male,49,United-States,No
58,Self-emp-inc,9,Sales,Wife,White,Female,35,United-States,Yes
38,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
46,Local-gov,10,Protective-serv,Husband,White,Male,70,United-States,Yes
52,Private,10,Adm-clerical,Not-in-family,White,Female,16,United-States,Yes
17,Private,5,Other-service,Unmarried,White,Female,20,United-States,No
33,Private,14,Exec-managerial,Unmarried,White,Male,40,United-States,No
90,Local-gov,4,Protective-serv,Husband,White,Male,40,United-States,No
37,Private,9,Sales,Not-in-family,White,Female,60,United-States,No
42,Private,9,Transport-moving,Husband,White,Male,50,United-States,No
30,Local-gov,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
44,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
45,Self-emp-not-inc,13,Farming-fishing,Husband,White,Male,70,United-States,Yes
40,Self-emp-not-inc,15,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,United-States,Yes
23,Private,10,Craft-repair,Other-relative,White,Male,40,United-States,No
19,Local-gov,9,Craft-repair,Own-child,White,Male,40,United-States,No
21,Private,10,Other-service,Not-in-family,White,Male,57,United-States,No
37,Private,9,Farming-fishing,Not-in-family,White,Male,40,United-States,No
21,Private,9,Machine-op-inspct,Own-child,White,Male,40,United-States,No
45,Federal-gov,13,Adm-clerical,Not-in-family,White,Male,55,United-States,Yes
46,Private,9,Adm-clerical,Unmarried,White,Female,43,United-States,No
46,Private,13,Prof-specialty,Husband,White,Male,40,,Yes
60,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
17,Private,6,Sales,Own-child,White,Female,20,United-States,No
37,Local-gov,13,Prof-specialty,Not-in-family,White,Female,45,United-States,No
40,Private,16,Prof-specialty,Husband,White,Male,40,United-States,Yes
59,Federal-gov,10,Tech-support,Husband,White,Male,40,United-States,Yes
51,Self-emp-not-inc,14,Prof-specialty,Unmarried,White,Male,60,United-States,Yes
71,Self-emp-not-inc,9,Adm-clerical,Not-in-family,White,Female,35,United-States,No
19,Private,9,Other-service,Not-in-family,White,Female,30,United-States,No
27,Private,15,Prof-specialty,Not-in-family,White,Female,65,United-States,Yes
59,Local-gov,14,Prof-specialty,Not-in-family,White,Male,40,United-States,Yes
23,Private,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
60,State-gov,9,Adm-clerical,Not-in-family,White,Female,35,United-States,No
36,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,70,United-States,No
53,Local-gov,16,Prof-specialty,Not-in-family,White,Female,40,United-States,Yes
22,Private,10,Craft-repair,Not-in-family,White,Male,40,United-States,No
30,Local-gov,13,Prof-specialty,Wife,White,Female,33,United-States,Yes
42,Private,10,Exec-managerial,Not-in-family,White,Female,55,United-States,No
23,Private,11,Adm-clerical,Not-in-family,White,Female,40,United-States,No
46,Private,10,Handlers-cleaners,Not-in-family,White,Male,45,United-States,No
17,,6,,Other-relative,White,Male,6,United-States,No
52,Private,9,Craft-repair,Husband,White,Male,40,,No
42,Private,9,Craft-repair,Husband,White,Male,50,United-States,Yes
51,Self-emp-inc,9,Sales,Other-relative,White,Male,40,,No
40,Private,13,Sales,Husband,White,Male,45,United-States,Yes
58,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
22,Private,8,Other-service,Unmarried,Black,Female,50,United-States,No
54,Private,13,Sales,Not-in-family,White,Female,38,United-States,No
49,Private,9,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,No
43,Private,13,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
55,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
53,Local-gov,9,Other-service,Not-in-family,White,Female,30,United-States,No
22,,10,,Own-child,White,Female,40,United-States,No
43,Private,9,Adm-clerical,Unmarried,Black,Female,45,United-States,No
39,Private,13,Exec-managerial,Unmarried,White,Female,50,United-States,Yes
37,Federal-gov,9,Adm-clerical,Husband,White,Male,40,England,Yes
39,Self-emp-not-inc,10,Craft-repair,Not-in-family,White,Male,60,United-States,Yes
29,Local-gov,14,Prof-specialty,Other-relative,White,Male,35,United-States,No
41,Private,10,Prof-specialty,Wife,White,Female,32,United-States,Yes
41,State-gov,10,Adm-clerical,Wife,White,Female,40,United-States,Yes
43,State-gov,15,Prof-specialty,Husband,Black,Male,40,United-States,No
31,Private,10,Adm-clerical,Husband,White,Male,40,United-States,No
37,Private,12,Other-service,Not-in-family,White,Female,30,United-States,No
35,Private,9,Transport-moving,Husband,White,Male,90,United-States,Yes
49,Self-emp-inc,9,Craft-repair,Husband,White,Male,40,United-States,No
21,Private,9,Sales,Own-child,Black,Male,40,United-States,No
62,Private,10,Priv-house-serv,Unmarried,White,Female,40,United-States,No
32,Private,9,Craft-repair,Husband,White,Male,48,United-States,No
56,Federal-gov,13,Sales,Husband,White,Male,40,United-States,No
32,Private,9,Adm-clerical,Unmarried,White,Female,40,United-States,No
30,State-gov,10,Adm-clerical,Not-in-family,White,Female,37,United-States,No
59,Self-emp-not-inc,15,Sales,Husband,White,Male,25,United-States,No
34,Federal-gov,14,Adm-clerical,Husband,White,Male,50,United-States,Yes
30,Private,7,Handlers-cleaners,Unmarried,White,Female,40,United-States,No
28,Private,4,Craft-repair,Husband,White,Male,30,United-States,No
29,Private,13,Machine-op-inspct,Husband,White,Male,48,United-States,No
18,Self-emp-inc,9,Other-service,Unmarried,Asian-Pac-Islander,Female,30,India,No
39,Private,14,Exec-managerial,Husband,White,Male,55,United-States,Yes
46,Private,7,Other-service,Wife,Black,Female,35,United-States,Yes
42,Private,10,Other-service,Husband,White,Male,40,United-States,Yes
19,,9,,Own-child,Black,Female,25,United-States,No
36,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
37,Private,13,Sales,Husband,White,Male,50,United-States,Yes
41,Private,14,Exec-managerial,Not-in-family,White,Male,35,Dominican-Republic,No
32,Private,13,Prof-specialty,Husband,White,Male,48,United-States,Yes
26,Private,13,Sales,Not-in-family,White,Female,55,United-States,No
51,Private,9,Adm-clerical,Wife,White,Female,40,United-States,Yes
19,Private,8,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,United-States,No
39,Private,15,Prof-specialty,Husband,White,Male,45,United-States,Yes
23,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
42,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
25,Private,9,Machine-op-inspct,Own-child,White,Female,40,United-States,No
43,Private,13,Sales,Husband,White,Male,45,United-States,Yes
34,Private,10,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
35,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
33,Private,9,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,No
19,Private,10,Adm-clerical,Own-child,White,Female,20,United-States,No
69,,9,,Husband,White,Male,13,United-States,No
22,Federal-gov,9,Handlers-cleaners,Own-child,White,Male,43,United-States,No
23,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
28,Self-emp-not-inc,10,Adm-clerical,Wife,White,Female,30,United-States,Yes
36,Local-gov,10,Adm-clerical,Unmarried,White,Female,65,United-States,No
45,Private,13,Adm-clerical,Not-in-family,Black,Female,40,United-States,Yes
58,Private,13,Adm-clerical,Not-in-family,White,Female,40,United-States,Yes
35,Federal-gov,9,Adm-clerical,Husband,White,Male,40,United-States,No
40,Private,11,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,Yes
40,Self-emp-not-inc,15,Prof-specialty,Wife,White,Female,40,United-States,Yes
